Unnamed: 0,Ocupaciones,Habilidades
2644,8-3: Conductores de vehículos y operadores de equipos pesados móviles ,1-8-2: operar maquinaria móvil 
2645,3-5: Técnicos de la tecnología de la información y las comunicaciones ,1-6-11: limpiar 
2646,"7-2: Oficiales y operarios de la metalurgia, la construcción mecánica y afines ",1-2-7: calcular y estimar 
2647,5-2: Vendedores ,1-3-4: proteger y velar por el cumplimiento 
2648,"6-3: Trabajadores agropecuarios, pescadores, cazadores y recolectores de subsistencia ",1-3-6: preparar y servir alimentos y bebidas 
2649,1-2: Directores administradores y comerciales ,1-4-4: asignar y controlar recursos 
2650,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ",1-6-3: mover y elevar 
2651,4-2: Empleados en trato directo con el público ,1-6-13: manipular y eliminar residuos y materiales peligrosos 
2652,7-4: Trabajadores especializados en electricidad y la electrotecnología ,1-6-11: limpiar 
2653,"2-6: Profesionales en derecho, en ciencias sociales y culturales ","1-4-3: organizar, planificar y programar trabajo y actividades "
2654,4-2: Empleados en trato directo con el público ,1-3-6: preparar y servir alimentos y bebidas 
2655,5-2: Vendedores ,"1-6-7: elaborar moldes, formas, modelos y patrones "
2656,2-2: Profesionales de la salud ,"1-2-9: realizar seguimiento, inspección y ensayos "
2657,4-3: Empleados contables y encargados del registro de materiales ,"1-4-3: organizar, planificar y programar trabajo y actividades "
2658,9-4: Ayudantes de preparación de alimentos ,1-1-13: escribir y redactar 
2659,9-4: Ayudantes de preparación de alimentos ,1-2-4: gestionar información 
2660,"6-3: Trabajadores agropecuarios, pescadores, cazadores y recolectores de subsistencia ",1-8-7: utilizar instrumentos y equipos de precisión 
2661,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-6-6: ensamblar y fabricar productos 
2662,8-1: Operadores de instalaciones fijas y máquinas ,1-8-5: operar maquinaria para la extracción y la transformación de materias primas 
2663,4-1: Oficinistas ,1-8-3: conducir vehículos 
2664,3-2: Profesionales de nivel medio de la salud ,1-3-4: proteger y velar por el cumplimiento 
2665,4-2: Empleados en trato directo con el público ,1-1-9: trabajar con otros 
2666,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-2-1: competencias en materia de información 
2667,5-3: Trabajadores de los cuidados personales ,1-6-13: manipular y eliminar residuos y materiales peligrosos 
2668,"9-2: Peones agropecuarios, pesqueros y forestales ",1-6-5: ocuparse de plantas y cultivos 
2669,5-1: Trabajadores de los servicios personales ,1-1-3: actuar como enlace y crear redes de contactos 
2670,"3-4: Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines ",1-1-6: prestar asesoramiento y consultoría 
2671,1-2: Directores administradores y comerciales ,1-3-7: prestar cuidados personales en general 
2672,"6-2: Trabajadores forestales calificados, pescadores y cazadores ","1-1-7: promocionar, vender y comprar "
2673,"7-2: Oficiales y operarios de la metalurgia, la construcción mecánica y afines ","1-8-8: instalar, mantener y reparar equipos mecánicos "
2674,5-2: Vendedores ,1-6-1: manipular y mover 
2675,4-1: Oficinistas ,1-8-7: utilizar instrumentos y equipos de precisión 
2676,2-1: Profesionales de las ciencias y de la ingeniería ,"1-4-3: organizar, planificar y programar trabajo y actividades "
2677,2-1: Profesionales de las ciencias y de la ingeniería ,1-4-2: desarrollar objetivos y estrategias 
2678,"7-2: Oficiales y operarios de la metalurgia, la construcción mecánica y afines ","1-8-8: instalar, mantener y reparar equipos mecánicos "
2679,1-2: Directores administradores y comerciales ,1-5-4: acceder a y analizar datos digitales 
2680,"2-6: Profesionales en derecho, en ciencias sociales y culturales ","1-2-9: realizar seguimiento, inspección y ensayos "
2681,9-5: Vendedores ambulantes de servicios y afines ,1-1-8: obtener información verbal 
2682,4-1: Oficinistas ,"1-4-3: organizar, planificar y programar trabajo y actividades "
2683,4-3: Empleados contables y encargados del registro de materiales ,1-4-2: desarrollar objetivos y estrategias 
2684,4-1: Oficinistas ,1-2-1: competencias en materia de información 
2685,4-2: Empleados en trato directo con el público ,1-1-5: presentar información 
2686,2-3: Profesionales de la enseñanza ,"1-5-5: utilizar herramientas digitales para el trabajo colaborativo, la creación de contenidos y la resolución de problemas "
2687,4-2: Empleados en trato directo con el público ,1-4-2: desarrollar objetivos y estrategias 
2688,5-3: Trabajadores de los cuidados personales ,1-1-2: negociar 
2689,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-6-8: utilizar herramientas manuales 
2690,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-8-3: conducir vehículos 
2691,9-5: Vendedores ambulantes de servicios y afines ,1-3-6: preparar y servir alimentos y bebidas 
2692,5-3: Trabajadores de los cuidados personales ,1-3-7: prestar cuidados personales en general 
2693,9-1: Limpiadores y asistentes ,1-6-10: manipular animales 
2694,5-1: Trabajadores de los servicios personales ,1-4-10: tomar decisiones 
2695,1-2: Directores administradores y comerciales ,1-3-6: preparar y servir alimentos y bebidas 
2696,1-2: Directores administradores y comerciales ,1-3-2: ofrecer orientación 
2697,9-5: Vendedores ambulantes de servicios y afines ,1-1-10: solucionar problemas 
2698,4-3: Empleados contables y encargados del registro de materiales ,1-1-3: actuar como enlace y crear redes de contactos 
2699,1-3: Directores y gerentes de producción y operaciones ,1-6-10: manipular animales 
2700,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ",1-3-1: prestar asistencia y cuidados 
2701,"6-3: Trabajadores agropecuarios, pescadores, cazadores y recolectores de subsistencia ",1-6-5: ocuparse de plantas y cultivos 
2702,2-4: Especialistas en organización de la administración pública y de empresas ,1-4-2: desarrollar objetivos y estrategias 
2703,2-3: Profesionales de la enseñanza ,1-4-10: tomar decisiones 
2704,3-5: Técnicos de la tecnología de la información y las comunicaciones ,1-2-7: calcular y estimar 
2705,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-6-5: ocuparse de plantas y cultivos 
2706,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,"1-2-9: realizar seguimiento, inspección y ensayos "
2707,5-4: Personal de los servicios de protección ,"1-2-9: realizar seguimiento, inspección y ensayos "
2708,4-4: Otro personal de apoyo administrativo ,1-3-6: preparar y servir alimentos y bebidas 
2709,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ",1-3-6: preparar y servir alimentos y bebidas 
2710,4-1: Oficinistas ,1-4-9: supervisar a personas 
2711,4-3: Empleados contables y encargados del registro de materiales ,1-1-8: obtener información verbal 
2712,4-3: Empleados contables y encargados del registro de materiales ,1-3-6: preparar y servir alimentos y bebidas 
2713,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ",1-3-2: ofrecer orientación 
2714,1-2: Directores administradores y comerciales ,"1-1-7: promocionar, vender y comprar "
2715,"9-3: Peones de la minería, la construcción, la industria manufacturera y el transporte ",1-8-5: operar maquinaria para la extracción y la transformación de materias primas 
2716,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-1-6: prestar asesoramiento y consultoría 
2717,9-5: Vendedores ambulantes de servicios y afines ,1-3-5: facilitar información y apoyo al público y a los clientes 
2718,9-6: Recolectores de desechos y otras ocupaciones elementales ,1-3-6: preparar y servir alimentos y bebidas 
2719,2-5: Profesionales de tecnología de la información y las comunicaciones ,1-5-2: programar sistemas informáticos 
2720,9-5: Vendedores ambulantes de servicios y afines ,1-3-1: prestar asistencia y cuidados 
2721,"7-2: Oficiales y operarios de la metalurgia, la construcción mecánica y afines ","1-8-8: instalar, mantener y reparar equipos mecánicos "
2722,9-5: Vendedores ambulantes de servicios y afines ,1-1-10: solucionar problemas 
2723,9-4: Ayudantes de preparación de alimentos ,"1-1-12: crear materiales artísticos, visuales o docentes "
2724,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ",1-4-2: desarrollar objetivos y estrategias 
2725,5-2: Vendedores ,"1-1-7: promocionar, vender y comprar "
2726,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ",1-3-4: proteger y velar por el cumplimiento 
2727,3-2: Profesionales de nivel medio de la salud ,1-1-4: enseñar y formar 
2728,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,"1-2-9: realizar seguimiento, inspección y ensayos "
2729,5-1: Trabajadores de los servicios personales ,"1-2-9: realizar seguimiento, inspección y ensayos "
2730,"7-2: Oficiales y operarios de la metalurgia, la construcción mecánica y afines ",1-5-1: trabajar con ordenadores 
2731,1-3: Directores y gerentes de producción y operaciones ,1-6-3: mover y elevar 
2732,"7-2: Oficiales y operarios de la metalurgia, la construcción mecánica y afines ",1-8-5: operar maquinaria para la extracción y la transformación de materias primas 
2733,"7-2: Oficiales y operarios de la metalurgia, la construcción mecánica y afines ","1-2-2: realizar estudios, investigaciones y análisis "
2734,4-1: Oficinistas ,1-3-4: proteger y velar por el cumplimiento 
2735,1-2: Directores administradores y comerciales ,1-3-2: ofrecer orientación 
2736,5-1: Trabajadores de los servicios personales ,1-3-6: preparar y servir alimentos y bebidas 
2737,4-1: Oficinistas ,1-7-3: instalar infraestructura interior o exterior 
2738,"6-2: Trabajadores forestales calificados, pescadores y cazadores ",1-4-6: guiar y motivar 
2739,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-8-3: conducir vehículos 
2740,5-2: Vendedores ,1-6-12: lavar y mantener textiles y prendas de vestir 
2741,2-5: Profesionales de tecnología de la información y las comunicaciones ,"1-2-9: realizar seguimiento, inspección y ensayos "
2742,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-4-5: realizar tareas administrativas 
2743,1-2: Directores administradores y comerciales ,1-1-10: solucionar problemas 
2744,2-4: Especialistas en organización de la administración pública y de empresas ,1-1-6: prestar asesoramiento y consultoría 
2745,"1-4: Gerentes de hoteles, restaurantes, comercios y otros servicios ",1-1-6: prestar asesoramiento y consultoría 
2746,"9-3: Peones de la minería, la construcción, la industria manufacturera y el transporte ","1-6-2: clasificar y envasar, embalar y empaquetar mercancías y materiales "
2747,9-4: Ayudantes de preparación de alimentos ,1-3-5: facilitar información y apoyo al público y a los clientes 
2748,3-2: Profesionales de nivel medio de la salud ,1-3-3: prestar atención sanitaria o administrar tratamientos médicos 
2749,4-2: Empleados en trato directo con el público ,"1-5-5: utilizar herramientas digitales para el trabajo colaborativo, la creación de contenidos y la resolución de problemas "
2750,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-4-2: desarrollar objetivos y estrategias 
2751,9-4: Ayudantes de preparación de alimentos ,1-6-13: manipular y eliminar residuos y materiales peligrosos 
2752,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-8-3: conducir vehículos 
2753,"6-2: Trabajadores forestales calificados, pescadores y cazadores ",1-6-11: limpiar 
2754,"9-2: Peones agropecuarios, pesqueros y forestales ",1-6-5: ocuparse de plantas y cultivos 
2755,"6-2: Trabajadores forestales calificados, pescadores y cazadores ",1-3-5: facilitar información y apoyo al público y a los clientes 
2756,8-2: Ensambladores ,1-4-7: crear y desarrollar equipos 
2757,2-1: Profesionales de las ciencias y de la ingeniería ,"1-2-9: realizar seguimiento, inspección y ensayos "
2758,9-5: Vendedores ambulantes de servicios y afines ,"1-1-7: promocionar, vender y comprar "
2759,3-2: Profesionales de nivel medio de la salud ,1-1-8: obtener información verbal 
2760,"7-2: Oficiales y operarios de la metalurgia, la construcción mecánica y afines ",1-7-4: rematar estructuras interiores o exteriores 
2761,5-3: Trabajadores de los cuidados personales ,1-3-2: ofrecer orientación 
2762,1-2: Directores administradores y comerciales ,"1-2-9: realizar seguimiento, inspección y ensayos "
2763,4-4: Otro personal de apoyo administrativo ,1-4-2: desarrollar objetivos y estrategias 
2764,5-2: Vendedores ,1-1-8: obtener información verbal 
2765,2-1: Profesionales de las ciencias y de la ingeniería ,1-7-1: construir 
2766,5-1: Trabajadores de los servicios personales ,1-3-2: ofrecer orientación 
2767,3-3: Profesionales de nivel medio en operaciones financieras y administrativas ,1-1-2: negociar 
2768,7-3: Artesanos y operarios de las artes gráficas ,1-1-6: prestar asesoramiento y consultoría 
